uuid,title,description,url,published_at,source,symbols,sentiment_score,keywords,api_source
3eaf709f-e759-4d97-9621-1a64e6e7e49b,"SBI may bank on infra bonds to raise Rs 10,000 crore next week","State Bank of India is expected to enter the debt market next week to raise up to Rs 10,000 crore via infrastructure bonds, with Bank of India likely to follow a week later to raise Rs 5,000 crore. These bonds help reduce lenders' overall funding costs as they are exempt from CRR and SLR",https://economictimes.indiatimes.com/industry/banking/finance/banking/sbi-may-bank-on-infra-bonds-to-raise-rs-10000-crore-next-week/articleshow/111522289.cms,2024-07-05T18:58:36.000000Z,economictimes.indiatimes.com,SBIN.NS,0,"sbi, bank of india, SBI, infrastructure bonds, Bank of India, debt market, fund raising, sbi infra bonds, bob infra bonds, sbi debt sale, sbi bonds, sbi fund raising",marketaux
626a9d23-9d8c-4a02-8fb1-82612f152b3a,What's Going On With HDFC Bank Shares Today? - HDFC Bank (NYSE:HDB),"HDFC Bank shares tumble sharply amid concerns over flat deposit growth, potential loan portfolio sale, and regulatory scrutiny.",https://www.benzinga.com/markets/equities/24/07/39650600/whats-going-on-with-hdfc-bank-shares-today,2024-07-05T17:57:30.000000Z,benzinga.com,HDFCBANK.NS,0.296,,marketaux
509b83ba-3843-469e-9f31-9915fa1991b8,Anant Ambani and Radhika arrives at Jio World Centre in Mumbai for their 'Sangeet ceremony' - The Economic Times Video,"Anant Ambani, the youngest son of Reliance Industries Limited Chairman and MD Mukesh Ambani, and Radhika Merchant, the daughter of industrialist Viren Merchant, are all set to tie the knot.",https://economictimes.indiatimes.com/magazines/panache/anant-ambani-and-radhika-arrives-at-jio-world-centre-in-mumbai-for-their-sangeet-ceremony/videoshow/111521339.cms,2024-07-05T17:26:48.000000Z,economictimes.indiatimes.com,RELIANCE.NS,0,"JIO, Anant Ambani and Radhika, Mukesh Ambani, Nita Ambani, Jio World Centre",marketaux
f3282bec-2e96-4716-9d68-b625bc2020e4,Justifying extravagance over ethical values,"THE lavish wedding of Anant Ambani, son of Mukesh Ambani, Asia’s richest man, has captivated global attention. It was the wedding to talk about but on...",https://thesun.my/opinion-news/justifying-extravagance-over-ethical-values-AK12816655,2024-08-04T23:50:37.000000Z,thesundaily.my,RELIANCE.NS,0,bhavani krishna iyer,marketaux
ed41211b-c687-42b7-8bde-540f971704be,"Banks' profits healthy, but margins may shrink and deposits could disappoint","Banks experienced growing stress in unsecured retail, micro finance, and rural loans in the first quarter, influenced by heatwaves, election slowdowns, and higher risk weights. Despite a 21% increase in net profit, margins and deposit growth continued to lag credit demand. Major slippages were seen in State Bank of India and IDFC First Bank. Analysts consider these challenges temporary but warn of declining margins and high deposit rate requirements to attract savings.",https://economictimes.indiatimes.com/industry/banking/finance/banking/banks-profits-healthy-but-margins-may-shrink-and-deposits-could-disappoint/articleshow/112270468.cms,2024-08-04T19:09:06.000000Z,economictimes.indiatimes.com,SBIN.NS,0.6908,"banks profits, margins, deposits, stress, asset quality, slippages, credit deposit ratio, loan portfolio, RBI, Credit, state bank of india, bank of baroda, hdfc bank, axis bank, idfc first bank",marketaux
799af969-b0e5-4003-91f1-0cac509428dd,"Investors earn Rs 32000 crore in just 5 days after this share rises by 2.58%, it's not Reliance, TCS","In contrast, Friday's (August 2) decline resulted in a loss of over Rs 4 lakh crore in the market cap of almost all listed firms on BSE.",https://www.dnaindia.com/business/report-investors-earn-rs-32000-crore-in-5-days-after-this-hdfc-bank-share-rises-by-258-it-s-not-reliance-tcs-3100410,2024-08-04T18:06:20.000000Z,dnaindia.com,SBIN.NS,0.4144,"HDFC Bank Share, investors, Rs 32000 crore, HDFC Bank, HDFC Bank market cap, Share Market, Stock Market, Business News",marketaux
e7a9db27-ce0d-4fa5-840d-c088402be20c,Govt launches Rs 750 cr fund AgriSure for support to agriculture startups,Union Agriculture Minister Shivraj Singh Chouhan on Tuesday launched a Rs 750-crore fund 'AgriSure' to provide financial support to agritech startups even as he underlined the need for increasing public as well as private investments in the farm sector.,https://www.business-standard.com/industry/agriculture/govt-launches-rs-750-cr-fund-agrisure-for-support-to-agriculture-startups-124090301130_1.html,2024-09-03T18:26:39.000000Z,business-standard.com,SBIN.NS,0.8934,"Shivraj Singh Chouhan, agri startups, agricultural startups",marketaux
9da8a018-1cb5-4313-b9c7-247ef0732c20,Matthews Pacific Tiger Fund Amplifies Focus on Axis Bank in Q2 2024,"Insightful Portfolio Adjustments Highlight Strategic Asian Market Investments

Matthews Pacific Tiger Fund (Trades, Portfolio), known for its strategic investme",https://www.gurufocus.com/news/2515281/matthews-pacific-tiger-fund-amplifies-focus-on-axis-bank-in-q2-2024,2024-09-03T18:01:31.000000Z,gurufocus.com,RELIANCE.NS|TATAMOTORS.NS,0.4939,"GuruFocus, Article, News, GuruFocus Research, TPE:2330, HKSE:00700, XKRX:005930, XKRX:005380, HKSE:03690, BOM:532215, NSE:RELIANCE, TPE:2317, TPE:3037, BOM:532898, HKSE:00291, NSE:TATAMOTORS, BOM:500480",marketaux
c7b36a61-ad1a-4e5f-afdf-26369beaefe4,Ahead of Market: 10 things that will decide stock action on Wednesday,"Indian ended flat on Tuesday, with the Nifty index extending its gains marginally. Analysts expect 25,200 to be key support, with resistance at 25,350-25,400 and a strong hurdle at 25,500. Mixed global signals and manufacturing slowdown contribute to market caution.",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-wednesday/articleshow/113035316.cms,2024-09-03T16:01:40.000000Z,economictimes.indiatimes.com,ICICIBANK.NS|HDFCBANK.NS,0.4522,"stock action, Nifty 50, Sensex, market pulse, equity indices",marketaux
33127817-34cd-4f96-aec7-e6d5b92a4aea,Bulls huddle in bunkers as West Asia crisis explodes,"The NSE Nifty dropped 2.12%, or 546.80 points, to close at 25,250.10. The BSE Sensex fell 2.10%, or 1,769.19 points, to close at 82,497.10. This is the highest fall in a day since August 5. Apart from JSW Steel and ONGC, all other Nifty stocks closed lower on Thursday. Both indices have declined over 3% in 5 sessions.",https://economictimes.indiatimes.com/markets/stocks/news/bulls-huddle-in-bunkers-as-west-asia-crisis-explodes/articleshow/113921691.cms,2024-10-03T23:53:23.000000Z,economictimes.indiatimes.com,JSWSTEEL.NS,0,"market volatility, Bulls, Israel Iran conflict, NSE Nifty, BSE Sensex, Brent crude futures, foreign portfolio investors, ongc, jsw steel",marketaux
d4e86106-daeb-4b36-90be-6a339546f24f,10 Stocks Under $10 With High Potential,"There has been ongoing geopolitical in the Middle East, which escalated recently when Iran launched a series of missiles toward Israel.",https://www.insidermonkey.com/blog/10-stocks-under-10-with-high-potential-1366460/,2024-10-03T23:48:33.000000Z,insidermonkey.com,RELIANCE.NS,0.5719,,marketaux
95de68a7-717b-40db-8cb8-8fd59b57c253,Mahindra & Mahindra Financial Services Q2 Update: Loan Disbursement Fell In September Quarter,"The company's disbursement for the first half of financial year 2025 stood at Rs 25,900 crore, registering a 2% year-on-year growth. The business assets of the NBFC were at Rs 1,12,600 crore, which grew approximately by 20% over September 2023.",https://www.ndtvprofit.com/business/mahindra-mahindra-financial-services-q2-update-loan-disbursement-fell-in-september-quarter,2024-10-03T16:32:34.000000Z,bloombergquint.com,ICICIBANK.NS,0.5719,Mahindra & Mahindra Financial Services Ltd.,marketaux
8006e201-7f51-4c71-8a3a-fab148c49a87,Fixed deposits: Top banks' NRE FD schemes compared; check details before investing,NRE Fixed Deposits offer NRIs a lucrative Rupee investment opportunity for their foreign income. This option allows them to earn tax-free interest.,https://www.businesstoday.in/personal-finance/investment/story/fixed-deposits-top-banks-nre-fd-schemes-compared-check-details-before-investing-452325-2024-11-02,2024-11-02T10:27:33.000000Z,businesstoday.in,SBIN.NS,0,"Fixed deposits, NRE FD, Non-Resident Indians, NRIs, investment, low-risk, foreign income, Rupee investment, tax-free interest, full repatriability, competitive interest rates, bank policies, loan against FD, personal or business purposes, interest rates, public sector banks",marketaux
fb2a7f6f-ebb4-4b21-acfa-a47f7f3cf4e0,"October UPI Milestone: Rs 23.50 Lakh Crore Transferred In 1,650 Crore Transactions","In the UPI ecosystem, the top banks for sending and receiving funds are State Bank of India (SBI), HDFC Bank, and YES Bank.",https://zeenews.india.com/economy/october-upi-milestone-rs-23-50-lakh-crore-transferred-in-1650-crore-transactions-2815076.html,2024-11-02T09:08:00.000000Z,zeenews.india.com,SBIN.NS,0.7297,"UPI Transactions, UPI October, UPI transactions, UPI October",marketaux
a7a24065-57ef-496d-b210-298e59557981,SBI appoints Debasish Mishra as Chief General Manager of its New Delhi Circle,SBI appoints Debasish Mishra as Chief General Manager in New Delhi Circle to strengthen market position and growth.,https://www.thehindubusinessline.com/money-and-banking/sbi-appoints-debasish-mishra-as-chief-general-manager-of-its-new-delhi-circle/article68822286.ece,2024-11-02T08:18:25.000000Z,thehindubusinessline.com,SBIN.NS,0.6908,"SBI, Debasish Mishra, appoints, Chief General Manager, New Delhi",marketaux
8839ec3a-cd26-462a-a0cb-8f22c3c00283,Bajaj Finance Ends Co-Branded Partnership With DBS Bank India,Bajaj Finance discontinues its co-branded credit card partnership with DBS Bank India. Existing cardholders can continue using their cards without disruption.,https://www.ndtvprofit.com/exclusive/bajaj-finance-ends-co-branded-partnership-dbs-bank-india,2024-12-02T13:51:46.000000Z,bloombergquint.com,BAJFINANCE.NS,0.2199,"RBL Bank Ltd., Bajaj Finance Ltd., DBS Bank India",marketaux
ddff065f-a564-4c5e-b49e-d4d2ba5e2221,Sensex climbs 445 points on buying in blue-chip stocks,"From the 30-share Sensex pack, UltraTech Cement, JSW Steel, Adani Ports, Tech Mahindra, Titan, Maruti, Mahindra & Mahindra, Tata Steel and Reliance Industries were the biggest gainers.

NTPC, Hindustan Unilever, Kotak Mahindra Bank, IndusInd Bank and Larsen & Toubro were among the laggards.",https://www.rediff.com/business/report/sensex-climbs-445-points-on-buying-in-blue-chip-stocks/20241202.htm,2024-12-02T12:30:34.000000Z,rediff.com,INDUSINDBK.NS|HDFCBANK.NS|KOTAKBANK.NS|ULTRACEMCO.NS|HINDUNILVR.NS|RELIANCE.NS|INFY.NS|JSWSTEEL.NS|LT.NS|TATASTEEL.NS|NTPC.NS|TECHM.NS,0,"Business news, business news India, India business news, Indian economy news, Indian financial news",marketaux
3d15160e-4760-4376-a68e-50e0252fe5db,RBI Unlikely To Cut Rates In Upcoming MPC Meeting: SBI Report,"SBI Report: According to the report, while the Indian economy faces incremental slowing of growth and geopolitical risks, a knee-jerk reaction such as an immediate rate cut might not be prudent.",https://zeenews.india.com/economy/rbi-unlikely-to-cut-rates-in-upcoming-mpc-meeting-sbi-report-2827078.html,2024-12-02T12:18:00.000000Z,zeenews.india.com,SBIN.NS,0,"RBI, SBI, RBI Cut Rates, Monetary Policy Committee, Cash Reserve Ratio, RBI, SBI, RBI Cut Rates, Monetary Policy Committee, cash reserve ratio",marketaux
eb1a3d36-4651-4c01-bf16-4b63893d9d88,"Buy, Sell Or Hold: SBI, Waaree Renewable, NTPC, Kaynes Tech, DMart, Wipro—Ask Profit",Should you buy SBI or Waaree Renewable shares? Hold NTPC or sell DMart and Wipro? Experts share insights and strategies on NDTV Profit's Ask Profit show.,https://www.ndtvprofit.com/markets/buy-sell-hold-sbi-waaree-ntpc-dmart-wipro-ask-profit,2025-01-01T15:31:51.000000Z,bloombergquint.com,SBIN.NS,0.8638,MARKETS,marketaux
738d0bfe-2eea-482a-95a3-c1d23aa1c2c6,Ahead of Market: 10 things that will decide stock market action on Thursday,"The Indian market began 2025 positively, with Sensex gaining 368 points and Nifty up 0.4%, led by financial services. Broad-based recovery hinges on Q3 earnings growth and government capex. Core sector data boosted auto, power, and industrial stocks.",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-thursday/articleshow/116859843.cms,2025-01-01T14:42:13.000000Z,economictimes.indiatimes.com,ITC.NS,0.17105,"Capital, Index, General Insurance, Markets, Stocks, Benchmark, geojit financial services",marketaux
a9158bf3-620b-4a9c-b084-968743b3a6f2,16 Top Picks for January 2025 with up to 41% upside by Axis Securities,"On the domestic front, the market will closely monitor developments towards the upcoming budget and the rate cut trajectory in the Indian market. We anticipate one to two rate cuts from the RBI in …",https://rakesh-jhunjhunwala.in/16-top-picks-for-january-2025-with-up-to-41-upside-by-axis-securities/,2025-01-01T13:47:38.000000Z,rakesh-jhunjhunwala.in,SBIN.NS,0.5106,,marketaux
f197b374-079d-45c2-8d9a-8c1a087cbc9e,Wipro Limited (WIT): Generative AI Driving IT Transformation,We recently published a list of Top 11 AI News and Ratings You Probably Missed.,https://www.insidermonkey.com/blog/wipro-limited-wit-generative-ai-driving-it-transformation-1439373/,2025-01-31T21:21:47.000000Z,insidermonkey.com,WIPRO.NS,0,,marketaux
45d19c87-ce0c-4712-97fb-924169dfca5e,India Inc earns fat profits but wages have not kept pace,"Growth in corporate profits needs to be commensurate with wages to boost the economy, Economic Survey 2024-25 said, noting that sharp disparities between the two pose risk to the economy by curbing demand.

The document tabled in Parliament on Friday noted that while the labour share of GVA (gross value added) shows a slight uptick, the disproportionate rise in corporate profits用redominantly among large firms羊aises concerns about income inequality.",https://www.rediff.com/business/report/india-inc-earns-fat-profits-but-wages-have-not-kept-pace/20250201.htm,2025-01-31T20:37:07.000000Z,rediff.com,SBIN.NS,0.3818,"India Inc, Parliament, GVA, State Bank of India, SBI, EBITDA, world war II, Japan, WW II, Periodic Labour Force",marketaux
6370ab2a-925f-4352-9c65-b38c9e18ae8d,Economic Survey 2025: Profits out of sync with wages will kill demand,"The Economic Survey highlights a disparity between rising corporate profits and stagnant wage growth in India. It attributes slow wage increases to factors such as the 2019 economic slowdown, the Covid pandemic, and excess workforce supply. This may impede demand and exacerbate income inequality.",https://economictimes.indiatimes.com/news/economy/indicators/economic-survey-2025-profits-out-of-sync-with-wages-will-kill-demand/articleshow/117802510.cms,2025-01-31T19:32:41.000000Z,economictimes.indiatimes.com,SBIN.NS,0.4118,"corporate profits, wage growth, economic slowdown, corporate India, income inequality, consumer spending, employment income, government pay commission, minimum wages, citing state bank of india, state bank of india, quess corp",marketaux
cb3693db-eb6b-40cc-9b08-29aa887d2bc2,"JioStar sets record ₹5,000 crore ad target for IPL 2025. Advertisers not that bullish","While JioStar is banking on premium ad innovations and aggressive sales efforts, high ad costs, concerns over new reporting metric and the potential impact of the paywall model remain key risks.",https://www.livemint.com/industry/advertising/jiostar-12-sponsors-ipl-viacom18-the-walt-disney-co-icc-champions-trophy-my11circle-ccoa-cola-sbi-sponsors-11740912267206.html,2025-03-02T18:30:06.000000Z,livemint.com,SBIN.NS,0,"IPL, JioStar, JioHotstar, Advertising, Ishan Chaterje, CTV, Amul, Zupee, PhonePe, Jaquar Bath Fittings, My11Circle",marketaux
47a4fcbc-262a-4ad0-b827-cf23cac5f587,Coal India waives financial coverage charge for non-power sector consumers,"Coal India Ltd has waived the requirement for non-power sector consumers to pay financial coverage for ten days' worth of coal supplied via rail transport. This initiative reduces transactional complexities and financial burden, improving cash liquidity and further streamlining coal supply operations in line with the ease of doing business efforts.",https://economictimes.indiatimes.com/industry/energy/power/coal-india-waives-financial-coverage-charge-for-non-power-sector-consumers/articleshow/118663653.cms,2025-03-02T12:35:09.000000Z,economictimes.indiatimes.com,COALINDIA.NS,0.478,"coal india, coal supply operations, domestic coal output, ease of doing business, financial coverage charge, liquidity for consumers, non-power sector consumers, coal transport via rail, Coal India, government business initiatives",marketaux
70b0e515-7d7f-4671-89d3-a354d5079452,FD interest rates: These 7 banks offer highest interest on fixed deposits on these tenures,The tenure on which different financial institution offers the highest rate of interest varies from bank to bank.,https://www.livemint.com/money/personal-finance/fd-interest-rates-these-7-banks-offer-highest-interest-on-fixed-deposits-on-these-tenures-sbi-bob-hdfc-icici-11740901989325.html,2025-03-02T08:40:11.000000Z,livemint.com,SBIN.NS,0.5423,"money, FD interest rates, fixed deposits, FD rates",marketaux
ac314b3d-8ca8-443a-8dd8-b76c48fa73d2,ICICI Bank Limited (IBN): One of the Best Emerging Markets Stocks to Buy According to Hedge Funds,We recently compiled a list of the 10 Best Emerging Markets Stocks to Buy According to Hedge Funds.,https://www.insidermonkey.com/blog/icici-bank-limited-ibn-one-of-the-best-emerging-markets-stocks-to-buy-according-to-hedge-funds-1499183/,2025-04-01T22:18:51.000000Z,insidermonkey.com,ICICIBANK.NS,0.6774,,marketaux
cb98b693-31ee-4e6b-9666-7c7f51088004,"Income Tax Shocker: Factory worker in UP gets ₹11-crore notice over ’dues’; cleaner, juice vendor owe crores","Three low-income workers in Aligarh were left stunned after receiving Income Tax notices demanding crores in unpaid taxes within a fortnight. Suspecting identity fraud, the men, from very modest backgrounds, are seeking help. Authorities suspect misuse of their Aadhaar and PAN details.",https://www.livemint.com/news/income-tax-shocker-factory-worker-in-up-gets-rs-11-crore-notice-over-dues-cleaner-juice-vendor-owe-crores-11743519919217.html,2025-04-01T16:59:35.000000Z,livemint.com,SBIN.NS,-0.3818,"tax fraud, aligarh, data misuse, Aadhaar, PAN card",marketaux
32e55242-2215-4281-aebc-118ff71aed34,"Sebi grants extension to NSDL to launch its Rs 3,000-crore IPO by July","SEBI has extended the deadline for NSDL to launch its IPO by the end of July 2025. The Rs 3,000 crore IPO is highly anticipated and will involve a sale of 5.72 crore shares by six existing shareholders. NSDL is one of the largest securities depositories globally and boasts a robust financial performance.",https://economictimes.indiatimes.com/markets/stocks/news/sebi-grants-extension-to-nsdl-to-launch-its-rs-3000-crore-ipo-by-july/articleshow/119876681.cms,2025-04-01T16:53:28.000000Z,economictimes.indiatimes.com,HDFCBANK.NS,0.6486,"NSDL IPO, NSDL IPO size, NSDL IPO details, Sebi NSDL IPO, NSDL IPO dates, hdfc bank, idbi bank",marketaux
98eb1b7a-39be-4dbc-aa8d-5312e1c010fd,20 Proven B2B Marketing And Branding Strategies That Drive Growth,"Leverage compelling testimonials, robust case studies and strategic referrals to build trust.",https://www.forbes.com/councils/forbesbusinessdevelopmentcouncil/2025/05/01/20-proven-b2b-marketing-and-branding-strategies-that-drive-growth/,2025-05-01T12:15:00.000000Z,forbes.com,WIPRO.NS,0.2488,,marketaux
3d41f7ea-50f4-499f-9bcc-b250c8cc065c,"PM Modi launches WAVES Summit, encourages new creators",Prime Minister Narendra Modi on Thursday inaugurated the World Audio Visual and Entertainment Summit (WAVES) by praising the Bazaar initiative for encouraging new creators to connect with new buyers in the world.,https://www.thehindubusinessline.com/news/national/pm-modi-launches-waves-summit-encourages-new-creators/article69521193.ece,2025-05-01T10:26:36.000000Z,thehindubusinessline.com,RELIANCE.NS,0.4417,"WAVES Summit, Modi in Mumbai, Modi waves",marketaux
496c3d58-e13f-44f1-9d09-63e1eb395ecb,"Home loan interest rates are falling: Check the latest home loan rates offered by SBI, HDFC Bank, ICICI Bank, PNB, Canara Bank",Planning a home loan in May 2025? The Reserve Bank of India (RBI) has reduced the repo rate. The new rate is now 6.00%. This reduction may lower home loan interest rates.,https://economictimes.indiatimes.com/wealth/borrow/home-loan-interest-rates-are-falling-check-the-latest-home-loan-rates-offered-by-sbi-hdfc-bank-icici-bank-pnb-canara-bank/articleshow/120791730.cms,2025-05-01T10:02:00.000000Z,economictimes.indiatimes.com,SBIN.NS,0,"bank of india, indian bank, home loan interest rates, latest home loan rates SBI, home loan rates May 2025, repo rate cut, floating interest rates home loan, home loan EMI, bank of baroda, punjab national bank, axis bank, uco bank, union bank of india, state bank of india, hdfc bank, canara bank, karnataka bank, karur vysya bank, indian overseas bank, kotak mahindra bank, icici bank",marketaux
31f0059c-1837-4731-9395-a23bf2368f81,No more penalty for low balance in bank account: Canara Bank ends minimum balance rule on all savings accounts from this date,"Canara Bank has announced a waiver of the Average Monthly Balance (AMB) requirement across all savings accounts, effective June 1, 2025.",https://economictimes.indiatimes.com/wealth/save/no-more-minimum-balance-required-in-any-savings-bank-account-for-canara-bank-account-holders-check-details-here/articleshow/121535557.cms,2025-05-31T12:51:34.000000Z,economictimes.indiatimes.com,SBIN.NS,-0.7717,"canara bank, state bank of india, Canara Bank, Average Monthly Balance, savings account, waiver of AMB, zero balance savings account, bank penalty, minimum balance, savings account interest rates",marketaux
b54755b6-ea6a-466b-a348-2a1a08eafa48,"Bank credit growth falls from 19.5% to 9.8% in May 2025, says SBI report – Here's how other sectors performed","Bank credit growth declined to 9.8% in May 2025, indicating a broader economic slowdown in credit demand across various sectors, including vehicle loans and services.",https://www.livemint.com/industry/banking/bank-credit-growth-falls-from-19-5-to-9-8-in-may-2025-says-sbi-report-heres-how-other-sectors-performed-11748676970838.html,2025-05-31T08:40:15.000000Z,livemint.com,SBIN.NS,0.6369,"personal loans, credit growth, bank credit, lending activities, vehicle loans",marketaux
0003e69a-d432-4137-9c39-a3129717597c,"Banks' credit growth slowed to 9.8% in May, compared to strong growth recorded last year: SBI Report",SBI report shows significant slowdown in bank credit growth across all major sectors in May 2025.,https://www.thehindubusinessline.com/money-and-banking/banks-credit-growth-slowed-to-98-in-may-compared-to-strong-growth-recorded-last-year-sbi-report/article69640680.ece,2025-05-31T04:54:43.000000Z,thehindubusinessline.com,SBIN.NS,0.9136,,marketaux
89b37b1e-8f5f-422f-8ad8-e655a828dbe0,"Bajaj Finserv promoters to sell 2% stake, eye Rs 5.8k crore","India Business News: Bajaj Finserv's promoter entities, Bajaj Holdings & Investment and Jamnalal Sons, are set to divest nearly 2% of their stake through block deals, aimi",https://timesofindia.indiatimes.com/business/india-business/bajaj-finserv-promoters-to-sell-2-stake-eye-rs-5-8k-crore/articleshow/121659261.cms,2025-06-05T20:43:11.000000Z,timesofindia.indiatimes.com,BHARTIARTL.NS|ITC.NS,-0.4404,"Bajaj Finserv stake sale, promoter stake reduction, financial services news, block deals in stock market, Mumbai stock market",marketaux
2ac95255-c19d-4b4a-9bb3-d600ca8994b4,Reserve Bank of India,,https://www.rbi.org.in/scripts/BS_PressReleaseDisplay.aspx?prid=60602,2025-06-05T17:40:00.000000Z,rbi.org.in,SBIN.NS,-0.2732,,marketaux
50bcf2cf-35ae-4611-b216-78a25104b278,Central Bank of India completes acquisition of stake in two Future Generali India Insurance companies,"Central Bank of India acquires stakes in Future Generali India Insurance and Life Insurance companies, joining other public sector banks in insurance ventures.",https://www.thehindubusinessline.com/money-and-banking/central-bank-of-india-completes-acquisition-of-stake-in-two-future-generali-india-insurance-companies/article69662128.ece,2025-06-05T16:16:13.000000Z,thehindubusinessline.com,SBIN.NS,0,"Central Bank of India, acquisition, Future Generali India Insurance, Life insurance, General insurance",marketaux
